0,1,2,3
1.0,8.402387230938704,3.044526959577051,16.18998837849367
1.0,19.489687785013473,14.089782121737834,16.12512846947775
1.0,12.220848650609847,0.832685144007667,5.750259590673982
1.0,12.75603039733458,0.13344525943758545,5.725609006094595
1.0,12.65944614912028,0.8326349473843446,4.192170506871103
1.0,12.215303351995187,1.4191389899349123,5.08258677076516
1.0,7.431015936214378,13.00218641537748,6.315684410633934
1.0,7.530645816866073,13.508249623728153,7.3173539216334635
1.0,7.9333618487560935,12.871073697330354,7.671075221807886
1.0,1.6850053379871772,5.1494753330969045,13.25722935369794
1.0,14.312876763351667,8.024029667226237,10.075209604071713
1.0,12.831307928365675,14.236358656843535,11.818693429740057
1.0,15.705131159434176,4.6304493102689674,13.29006098576596
1.0,14.559322349046994,3.9044822820963008,12.389416635142018
1.0,5.390065883157451,0.6124036710151822,13.468994630787613
1.0,3.176295180624485,1.6229289414493795,14.058464309002607
1.0,1.2153696838257395,15.009664988054784,17.22869058075539
1.0,5.285164595578247,3.503368248846162,18.986512120195385
1.0,18.60852481018624,14.605833436226565,1.1962290489228178
1.0,11.165423144411248,10.845410539212304,17.726838606499378
1.0,12.1983614773421,10.41138190006849,17.606160630347212
1.0,4.848722007132145,9.654287577345405,9.697288578347036
1.0,5.360539538315987,10.307165324956474,10.180844849192104
1.0,16.787541599049938,4.395434981322202,0.7678925623455131
1.0,0.8366315959070981,4.624333487450885,13.893230307652026
1.0,1.2789416896823675,4.702330374585041,14.171878352222015
1.0,7.490925031458138,16.526252047233303,11.483496931214434
1.0,7.138387537425378,17.17891326323879,13.000041428103307
1.0,16.49518749158289,19.083407525688788,9.700066580356875
1.0,16.269008204828303,19.125766734695684,10.323529988526438
1.0,4.847620198523798,5.301039113166912,16.578860078950335
1.0,6.848619262578199,8.92919815083846,4.273161921514654
1.0,5.816807190267216,9.394720283470276,4.464058926312793
1.0,18.95853895321234,13.052943342137741,9.407530645842714
1.0,17.305093056429968,16.504068949512146,17.222128151457657
1.0,17.94528912932693,15.51523490307696,17.3776102745767
1.0,17.969532781841266,1.0509117939973132,17.50185494724161
1.0,18.441795031011043,1.8003842293372154,18.5304810343143
1.0,4.91127914359876,20.1500634564626,3.105801295739811
1.0,9.269483036817228,6.968482549167403,16.820315386327767
1.0,10.462545475477688,6.922452813012416,16.63157018696305
1.0,6.079229693661582,7.391807153785704,6.39730340031576
1.0,15.276651742507505,2.87330069161095,7.111653806973683
1.0,16.025834106342746,3.2073427477313294,2.983816770992471
1.0,15.345319436332522,2.9615935851610242,2.2887683174100024
1.0,0.6152665782796248,7.213691507193385,13.031638518134466
1.0,0.6323137836671359,7.8667455511633655,13.054513069792941
1.0,0.5470914262688937,6.400915448450172,13.04718696359402
1.0,2.583959781915583,1.8545127744863745,0.15895069793425032
1.0,9.751607241091083,1.315677455976871,5.464851449386398
1.0,9.863182201184838,0.5869339927038205,6.292158419670947
1.0,4.84475665564238,2.738544378441472,9.259053770453676
1.0,4.969421499119484,1.5062026286380747,9.250271245327294
1.0,5.464260272421371,2.278760499602614,9.68983278018252
1.0,5.1294050684426,3.267351419025255,9.42608632498688
1.0,5.847877758422709,16.354131220427146,18.581300295251896
1.0,5.501992071404476,3.5132455983547164,0.5724962057183232
1.0,5.253161555069948,3.717052338374939,0.5952994603254751
1.0,5.999679341181259,3.3157940660632854,1.1658232186026785
1.0,9.876353957180418,13.326342147665072,5.789167707635194
1.0,13.413100221650382,4.08734649204064,11.040810904664829
1.0,5.59926280233803,17.67208157162939,5.292170822523209
1.0,8.680138259774806,19.219338091983865,17.696387724321223
1.0,3.471314867673472,15.733845598382166,18.22248552573763
1.0,11.703598030799704,7.732282105729384,14.839375560481427
1.0,12.401167385780038,8.475416019365605,14.819653097263826
1.0,12.455264398748913,10.540633182521947,8.14627314587836
1.0,11.843842916323464,11.495304384229797,7.714748445446102
1.0,13.751710308946969,13.403240948716805,6.6515629909123275
1.0,14.315239178517594,14.085478503938166,7.062320508736936
1.0,10.686533026282088,13.194758087436881,8.621122835057214
1.0,9.752475692745938,12.807135463479433,9.783286857791312
1.0,3.343834871175806,8.132750603811598,14.933114680851984
1.0,3.4205059217877825,8.774750094001517,15.376439685827782
1.0,18.186884050658477,11.345703676974173,13.68749644309827
1.0,5.674628238028118,10.46345875863982,12.296400944592987
1.0,6.289877820368488,11.195511214025807,11.483692749862861
1.0,7.351072591762424,9.406620470775588,19.236988985999474
1.0,8.225388276411927,9.217821829245356,19.017058847283945
1.0,7.641397464830972,10.337979122249433,19.33777327371113
1.0,7.4905462492313415,9.73149222932835,19.579822862794988
1.0,12.77104279340592,17.686057899799565,12.928104372545992
1.0,12.29332929458508,17.83080075731669,13.625783804944106
1.0,13.021194608242036,17.287042332946974,13.826208551223111
1.0,9.490886330108003,17.565626296748157,3.9468090503678037
1.0,8.445016066467579,17.536758690839008,4.191721795630473
1.0,5.412376601068215,12.268233874730788,14.200328632791338
1.0,2.275571819647121,14.29954740902424,3.4662733522768865
1.0,14.436026482084003,14.756799909582448,1.600798872889775
1.0,14.87489998557905,14.461639923742245,1.2288719627138267
1.0,6.398538464018434,13.997057569962351,1.5810966178863657
1.0,7.659952393265243,15.269333950311644,1.3171999476123721
1.0,6.7022897203819305,15.546216681595865,1.5872333656074868
1.0,13.81657129128556,1.0343594997410734,6.471252952377282
1.0,14.634703036266263,0.8161739327431206,5.850330709685349
1.0,14.803199114023874,2.07162459492261,6.140554291530714
1.0,0.6646261086482663,13.823399926974094,19.11489466552082
1.0,3.8035905307896978,5.618409813892546,15.173846839314487
1.0,4.308930466005421,6.733304693841074,14.632681947157955
1.0,0.7090364777889575,4.3559032219423734,6.620637381112462
1.0,10.030217524236342,13.835043628246076,7.983856807729861
1.0,12.191668533799708,18.387828715017637,18.257081193307453
1.0,11.814646519557405,18.117667929268404,16.879097480190012
1.0,11.578406641938496,18.57570348542121,18.52568993086815
1.0,18.74191287796224,7.85886632385487,15.749684579789687
1.0,15.047715453579391,6.2422212353634645,6.927555259421791
1.0,14.720031762017653,6.608233836561456,6.8940587054991616
